"ID Produit Sellsy";Catégorie;Unité;"Tarif -20%";"Tarif -35%";"Tarif -40%";"Tarif 10%";"Tarif plein";Référence;"Nom commercial";"Prix référence HT";Description; lien; image
1124;TEXTRLX;m2;28,53;23,18;21,40;32,09;35,66;POLYCORL100EP11MM;"POLYCOFLOOR ROULEAU SUPER NATUREL - 1x25m - Ep.11mm - au m2";35,66;
1125;TEXTRLX;m2;28,53;23,18;21,40;32,09;35,66;POLYCORL200EP11MM;"POLYCOFLOOR ROULEAU SUPER NATUREL - 2x25m - Ep.11mm - au m2";35,66;
1126;TEXTRLX;m2;42,79;34,77;32,09;48,14;53,49;POLYCORLEP11MMCOUP;"POLYCOFLOOR ROULEAU SUPER NATUREL - Ep.11mm - à la coupe";53,49;
1127;TEXTRLX;m2;32,65;26,53;24,49;36,73;40,81;POLYCORL100EP11MMN;"POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - 1x25.00m-Ep.11mm- au m2";40,81;
1128;TEXTRLX;m2;32,60;26,49;24,45;36,68;40,75;POLYCORL200EP11MMN;"POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - 2x25.00m-Ep.11mm- au m2";40,75;
1129;TEXTRLX;m2;48,98;39,80;36,74;55,11;61,23;POLYCORLEP11NGCOUP;"POLYCOFLOOR ROULEAU SUPER NOIR/GRIS - Ep.11mm - à la coupe";61,23;
112;PLARLX;m2;110,33;89,64;82,75;124,12;137,91;EHA917;"EHA917 ROULEAU R11 GRIS ARGENT Larg.standard - long.10m - Ep.18mm";137,91;
1130;CCTAPIS;PIECE;73,70;59,88;55,28;82,92;92,13;RELAXGRAT12261;"RELAXGRAT TAPIS GRATTOIR  - 122x61 cm - Ep.17mm";92,13;
1131;CCDAL;m2;0,00;0,00;0,00;0,00;0,00;IDICEGCN500500EP30;"ID-ICE CFL DALLE - GRIS CLAIR/NOIR - 500x500mm - Ep.30 mm";0,00;
1132;PRESENTOIR;PIECE;0,00;0,00;0,00;0,00;0,00;PR6PANMONAGRINOIRD;"PRESENTOIR NOIR 6 PANIERES MONOFACE AGRI DEMONTABLE - H193xL48xP53 cm";0,00;
