REF;DESIGN;POIDS;UNITE;CATEGORIE;PRIX;ECOTAXE;NOTE;SCORE;IMAGE;URL
BLA5;C/C BLACK STAR ROULEAU - 1.40x5m - Ep.25mm;28.750000;3;ACCESSOIRE;365.360000;0.300000;A;https://sevetys.fr/_next/image/?url=https%3A%2F%2Fcharming-angel-5ca83bf286.media.strapiapp.com%2FChat_europeen_573af6e71d.webp&w=1920&q=75
BORDPVCBDEAUTO32;BANDE AUTO-COLLANTE POUR BORDURE ATRIUM+ LARG25 RL 50ML;0.010000;2;PLAACCESS;0.000000;0.000000;NULL;NULL
C12018002;CONFOR GRIS - 120x180cm - Ep.10mm;3.800000;1;TEXTTAPIS;190.380000;0.460000;NULL;NULL
C12024001;CONFOR BEIGE - 120x240cm - Ep.10mm;5.000000;1;TEXTTAPIS;253.820000;0.460000;NULL;NULL
C12024002;CONFOR GRIS FONCE - 120x240cm - Ep.10mm;5.000000;1;TEXTTAPIS;253.820000;0.460000;NULL;NULL
C12024010;CONFOR MARRON 120x240 cm Ep.10 mm;5.000000;1;TEXTTAPIS;253.820000;0.460000;NULL;NULL
C9014001;CONFOR BEIGE - 90x140cm - Ep.10mm;2.180000;1;TEXTTAPIS;110.920000;0.190000;NULL;NULL
C9014002;CONFOR GRIS FONCE - 90x140cm - Ep.10mm;2.180000;1;TEXTTAPIS;110.920000;0.190000;NULL;NULL
MIRANDE12018002;MIRANDE GRIS - 120x180cm - Ep.9mm;5.940000;1;TEXTTAPIS;97.850000;0.460000;NULL;NULL
MIRANDE406002;MIRANDE GRIS - 40x60cm - Ep.9mm;0.660000;1;TEXTTAPIS;10.780000;0.070000;NULL;NULL
MIRANDE406004;MIRANDE ROUGE-BORDEAUX - 40x60cm - Ep.9mm;0.660000;1;TEXTTAPIS;10.780000;0.070000;NULL;NULL
MIRANDE406005;MIRANDE BLEU - 40x60cm - Ep.9mm;0.660000;1;TEXTTAPIS;10.780000;0.070000;NULL;NULL
MIRANDE406010;MIRANDE BRUN - 40x60cm - Ep.9mm;0.660000;1;TEXTTAPIS;10.780000;0.070000;NULL;NULL
MIRANDE9015005;MIRANDE BLEU - 90x150cm - Ep.9mm;3.280000;1;TEXTTAPIS;60.190000;0.460000;NULL;NULL
MIRANDE9015010;MIRANDE BRUN - 90x150cm - Ep.9mm;3.280000;1;TEXTTAPIS;60.190000;0.460000;NULL;NULL
M52;M52 TAPIS PICOTS BORDS BISEAUTES - 80x100cm - Ep.16mm;7.600000;1;CCTAPIS;73.940000;0.460000;NULL;NULL
M53;M53 TAPIS PICOTS BORDS BISEAUTES - 90x180cm - Ep.16mm;16.000000;1;CCTAPIS;129.200000;0.460000;NULL;NULL
M56;M56 PICOTS RL Ep.11mm 1x10.00 m;7.200000;3;CCRLX;64.630000;0.300000;NULL;NULL
M2;M2 TAPIS PICOTS BORDS BISEAUTES NOIR - 35.5x53cm - Ep.12mm;0.840000;1;CCTAPIS;6.850000;0.070000;NULL;NULL
M42;M42 TAPIS PICOTS BORDS BISEAUTES NOIR - 45x75cm - Ep.12mm;1.720000;1;CCTAPIS;10.060000;0.190000;NULL;NULL
M51;M51 TAPIS PICOTS BORDS BISEAUTES - 60x80cm - Ep.16mm;4.820000;1;CCTAPIS;50.990000;0.460000;NULL;NULL
M51_L;M51 LIGHT TAPIS PICOTS BORDS BISEAUTES NOIR - 60x80cm - Ep.12mm;2.940000;1;CCTAPIS;13.190000;0.190000;NULL;NULL
M52_L;M52 LIGHT TAPIS PICOTS BORDS BISEAUTES NOIR - 80x100cm -Ep.12mm;5.180000;1;CCTAPIS;32.910000;0.460000;NULL;NULL
M53_L;M53 LIGHT TAPIS PICOTS BORDS BISEAUTES NOIR - 90x180cm -Ep.12mm;13.000000;1;CCTAPIS;67.420000;0.460000;0.000000;
FLEXI5BDGC;IDEX DALLE BLEU DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
FLEXI5BSGC;IDEX DALLE BLEU SOUPLE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
FLEXI5GCB;IDEX BORDURES GRIS CLAIR - 50.1x7.8cm - Ep.5mm (lot de 4 pcs);0.940000;16;PLAACCESS;21.530000;0.036000;NULL;NULL
FLEXI5GCDGC;IDEX DALLE GRIS CLAIR DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;60.820000;0.120000;NULL;NULL
FLEXI5GFB;IDEX BORDURES GRIS FONCE - 50.1x7.8cm - Ep.5mm (lot de 4 pcs);0.940000;16;PLADALLES;21.530000;0.036000;NULL;NULL
FLEXI5GFDGC;IDEX DALLE GRIS FONCE DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;60.820000;0.120000;NULL;NULL
FLEXI5GFDPC;IDEX DALLE GRIS FONCE DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.5mm;7.280000;3;PLADALLES;60.820000;0.120000;NULL;NULL
FLEXI5JDGC;IDEX DALLE JAUNE DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
FLEXI5NB;IDEX BORDURES NOIR - 50.1x7.8cm - Ep.5mm (lot de 4 pcs);0.940000;16;PLAACCESS;21.530000;0.036000;NULL;NULL
FLEXI5NDGC;IDEX DALLE NOIR DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;60.820000;0.120000;NULL;NULL
FLEXI5RDGC;IDEX DALLE ROUGE DURE GRANULEE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
FLEXI5VDGC;IDEX DALLE VERT DURE GRANULE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
FLEXI7BA;IDEX ANGLES BLEU - 59.2x7.8cm - Ep.7mm (lot de 4 angles);1.060000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7BB;IDEX BORDURES BLEU - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7BDGC;IDEX DALLE BLEU DURE GRANULE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
FLEXI7BDPC;IDEX DALLE BLEUE DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
FLEXI7GCA;IDEX ANGLES GRIS CLAIR - 59.2x7.8cm - Ep.7mm (lot de 4 angles);1.400000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7GCB;IDEX BORDURES GRIS CLAIR - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7GCDGC;IDEX DALLE GRIS CLAIR DURE GRANULE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7GCDPC;IDEX DALLE GRIS CLAIR DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7GCSPC;IDEX DALLE GRIS CLAIR SOUPLE PASTILLEE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7GFA;IDEX ANGLES GRIS FONCE - 59.2x7.8cm - Ep.7mm (lot de 4 angles);1.400000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7GFB;IDEX BORDURES GRIS FONCE - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7GFDGC;IDEX DALLE GRIS FONCE DURE GRANULE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7GFDPC;IDEX DALLE GRIS FONCE DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7JA;IDEX ANGLES JAUNE - 59.2x7.8cm - Ep.7mm (lot de 4 angles);1.400000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7JB;IDEX BORDURES JAUNE - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7JDGC;IDEX DALLE JAUNE DURE GRANULE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
FLEXI7JDPC;IDEX DALLE JAUNE DURE PASTILLEE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
FLEXI7NA;IDEX ANGLES NOIR - 59.2x7.8cm - Ep.7mm (lot de 4 angles);1.400000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7NB;IDEX BORDURES NOIR - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7NDGC;IDEX DALLE NOIR DURE GRANULE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7NDPC;IDEX DALLE NOIR DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;72.210000;0.120000;NULL;NULL
FLEXI7RB;IDEX BORDURES ROUGE - 50.1x7.8cm - Ep.7mm (lot de 4 pcs);1.200000;16;PLAACCESS;29.950000;0.036000;NULL;NULL
FLEXI7RDGC;IDEX DALLE ROUGE DURE GRANULEE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
FLEXI7VDPC;IDEX DALLE VERT DURE PASTILLEE CENTRE - 50.1x50.1cm - Ep.7mm;10.000000;3;PLADALLES;95.630000;0.120000;NULL;NULL
ASTROTURFHPRL02;ASTROTURF ROULEAU HIGH P GRIS - 0.91x16m - Ep.17.5/20.5mm - au m/l ;3.062500;2;PLARLX;48.920000;0.036000;100.000000;A
CAHORS406005;CAHORS BLEU - 40x60cm - Ep.6.5mm;0.540000;1;TEXTTAPIS;4.820000;0.070000;NULL;NULL
CAHORS406010;CAHORS BRUN - 40x60cm - Ep.6.5mm;0.540000;1;TEXTTAPIS;4.820000;0.070000;NULL;NULL
POLYCORLEP23MMCOUP;POLYCOFLOOR ROULEAU NATUREL - Ep. 23mm - à la coupe;2.420000;3;TEXTRLX;84.030000;0.410000;NULL;NULL
MINIBUDGET4060PAN;MINI BUDGET GRIS - 40x60cm - Ep 3.5mm;0.280000;1;TEXTTAPIS;2.210000;0.070000;NULL;NULL
MINIBUDGET406010;MINI BUDGET BRUN 40*60 cm;0.280000;1;TEXTTAPIS;1.860000;0.070000;NULL;NULL
POLYCORL115EP23MM;POLYCOFLOOR ROULEAU NATUREL - 1x15m - Ep.23mm - au m²;2.420000;3;TEXTRLX;56.020000;0.410000;NULL;NULL
POLYCORL215EP23MM;POLYCOFLOOR ROULEAU NATUREL - 2x15m - Ep.23mm - au m²;2.420000;3;TEXTRLX;56.020000;0.410000;NULL;NULL
PREMIUMRL117502;PREMIUM RL GRIS ANTHRACITE -1x17.50m - Ep.6mm -au m² (24+DSM24+WLD24);1.970000;3;TEXTRLX;11.560000;0.410000;0.000000;
PREMIUMRL13002;PREMIUM ROULEAU GRIS ANTHRACITE - 1x35m - Ep.6mm -au m²;1.970000;3;TEXTRLX;11.560000;0.410000;NULL;NULL
QUERCYRL22502;QUERCY ROULEAU GRIS - 2x25m - Ep.8mm - au m²;3.330000;3;TEXTRLX;47.850000;0.410000;NULL;NULL
FLORACRL0902502;FLORAC ROULEAU GRIS - 0.90x25m - Ep.6.5mm - au m² ;3.040000;3;TEXTRLX;26.080000;0.410000;NULL;NULL
GRAMAT406002;GRAMAT GRIS - 40x60cm - Ep.8mm;0.660000;1;TEXTTAPIS;8.670000;0.070000;0.000000;
GRAMAT406010;GRAMAT BRUN - 40x60cm - Ep.8mm;0.660000;1;TEXTTAPIS;8.670000;0.070000;NULL;NULL
GRAMAT9015002;GRAMAT GRIS - 90x150cm - Ep.8mm;3.840000;1;TEXTTAPIS;50.460000;0.460000;NULL;NULL
GRAMAT9015010;GRAMAT BRUN - 90x150cm - Ep.8mm;3.840000;1;TEXTTAPIS;50.460000;0.460000;NULL;NULL
ROND_D100_VRAC_OI;JOINT 100 Univ. GP carton 1000 - 34958B1-790045;15.500000;11;RONDELLES;0.000000;0.000000;NULL;NULL
ROND_D70_VRAC_OI;JOINT 70 Univ. GP. carton 1000 - 790043;10.500000;11;RONDELLES;0.000000;0.000000;NULL;NULL
ROND_D85_VRAC_OI;JOINT 85 Univ. GP carton 1000 - 34957B1-790044;11.500000;11;RONDELLES;0.000000;0.000000;NULL;NULL
SMRL06515BLANC;SMARTY BLANC NEUTRE RL 0.65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515BLEUMARIN;SMARTY BLEU NUIT RL 0.65*15M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515JAUNEPAIL;SMARTY JAUNE PAILLE RL 0.65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515NOIR;SMARTY NOIR RL 0.65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMPREDECOUP4332;SMARTY PREDECOUPES - PANACHES - 43*32cm - Ep.6.5mm;0.100000;1;SMARTY;3.770000;0.070000;0.000000;
SMPREDECOUP4365;SMARTY PREDECOUPES - PANACHES - 40*65cm - Ep.6.5mm;0.240000;1;SMARTY;5.150000;0.070000;NULL;NULL
SMRL06515ROUGE;SMARTY ROUGE RL 0.65*15M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SWINGRL0603000;SWING NET RL ANTIGLISSE BLANC - 0.60x30m-Ep.3mm-au m²;0.259000;3;SMARTY;7.430000;0.120000;NULL;NULL
ITRL120EP14MM05;ITINERAIR BLEU 1.20x9.14 M Ep. 14 mm SANS THIBAUDE;4.400000;2;PLARLX;89.000000;0.000000;NULL;NULL
ITRL120EP14MM07;ITINERAIR VERT 1.20x9.14 M Ep. 14 mm SANS THIBAUDE;4.380000;2;PLARLX;89.000000;0.000000;NULL;NULL
ITBB9015002;ITINERAIR BORD BISEAUTE GRIS  - 90x150cm - Ep.10mm;3.800000;1;PLATAPIS;69.440000;0.460000;NULL;NULL
ITRLTH122EP10MM04;ITINERAIR ROUGE 1.20x12.20 M Ep. 10 mm THIBAUDE;2.870000;2;PLARLX;62.490000;0.000000;NULL;NULL
CCO2FL6;CAOUTCHOUC ROULEAU 2 FACES LISSES NOIR - 1.40x10m - Ep.6mm;8.760000;3;CCRLX;43.890000;0.190000;NULL;NULL
CLEANFORLARGSTDACB;CLEANFOR LARGEUR STANDARD AVEC BORDURES $$;3.500000;3;LOGO;88.300000;0.410000;NULL;NULL
CLEANFORSURMESACBO;CLEANFOR SUR MESURE AVEC BORDURES;3.500000;3;LOGO;121.040000;0.410000;NULL;NULL
CLEANFORSURMESANSB;CLEANFOR SUR MESURES SANS BORDURES (+3% à la longueur + largeur);3.500000;3;LOGO;151.320000;0.410000;NULL;NULL
LOGO115;TAPIS LOGO 115 cm LARGEUR STANDARD ép.10 mm AVEC BORDURES;2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO115X200;TAPIS LOGO STANDARD 115x200 cm ép.10 mm AVEC BORDURES (soit 2.3 m²);2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO150;TAPIS LOGO 150 cm LARGEUR STANDARD ép.10 mm AVEC BORDURES;2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO150X240;TAPIS LOGO STANDARD 150x240cm ép.10 mm AVEC BORDURES (soit 3.6 m²);2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO200;TAPIS LOGO 200 cm LARGEUR STANDARD ép.10 mm AVEC BORDURES;2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO40X60;TAPIS LOGO STANDARD 40x60 cm ép.10 mm AVEC BORDURES (soit 0.24 m²);2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGO85;TAPIS LOGO 85 cm LARGEUR STANDARD ép.10 mm AVEC BORDURES;2.500000;3;LOGO;184.840000;0.190000;NULL;NULL
LOGO85X120;TAPIS LOGO STANDARD 85x120 cm ép.10 mm AVEC BORDURES (soit 1.02 m²);2.500000;3;LOGO;184.840000;0.410000;NULL;NULL
LOGOSURMESUREAVECB;TAPIS LOGO SUR MESURE AVEC BORDURES;2.500000;3;LOGO;250.070000;0.410000;NULL;NULL
LOGOSURMESURESANSB;TAPIS LOGO SUR MESURE SANS BORDURES (+3% à la longueur + largeur);2.500000;3;LOGO;297.190000;0.410000;NULL;NULL
BROSSEM26CCB;BROSSE M26 CAOUTCHOUC BLEUE;0.006000;1;CCACCESS;1.370000;0.000000;NULL;NULL
BROSSEM26CCR;BROSSE M26 CAOUTCHOUC ROUGE;0.006000;1;CCACCESS;1.370000;0.000000;NULL;NULL
BROSSEM26CCJ;BROSSE M26 CAOUTCHOUC JAUNE;0.006000;1;CCACCESS;1.370000;0.000000;NULL;NULL
BROSSEM26CCV;BROSSE M26 CAOUTCHOUC VERTE;0.006000;1;CCACCESS;1.370000;0.000000;NULL;NULL
BROSSEM26CCN;BROSSE M26 CAOUTCHOUC NOIRE;0.006000;1;CCACCESS;1.370000;0.000000;NULL;NULL
QUIETA+1200CLIP;QUIETA+ TAPIS D'ETABLE CLIPSABLE - 120x185cm - Ep50mm ;77.750000;1;CCTAPIS;390.710000;0.018000;0.000000;
SOLIDSPORT9MMBORDE;SOLID SPORT CFL-S2 DALLE BORDEAUX - 100x100cm - Ep.9mm ;4.000000;1;CCDAL;0.000000;0.018000;NULL;NULL
NT415B912290COUP;NT415 ROULEAU ANTIFATIGUE NOIR - Larg 0.91m - Ep.14.3mm - coupe/ml;5.210000;2;PLARLX;114.070000;0.460000;NULL;NULL
FLORACRL09002COUP;FLORAC ROULEAU GRIS - Largeur 0.90m - Ep.6.5mm - à la coupe ;3.130000;3;TEXTRLX;39.120000;0.410000;NULL;NULL
FLORACRL09010COUP;FLORAC ROULEAU BRUN - Largeur 0.90m - Ep.6.5mm - à la coupe ;3.130000;3;TEXTRLX;39.120000;0.410000;NULL;NULL
FLORACRL12002COUP;FLORAC ROULEAU GRIS - Largeur 1.20m - Ep.6.5mm - à la coupe ;3.130000;3;TEXTRLX;39.120000;0.410000;NULL;NULL
MR12;MR12 ROULEAU CAILLEBOTIS NOIR - 1.83x10m - Ep.10mm;8.810000;3;CCRLX;39.600000;0.300000;NULL;NULL
IDSGREEN50050040;IDS GREEN DALLE - 500x500mm Ep.40mm - au m² - ;5.600000;3;PLATAPIS;30.820000;0.120000;NULL;NULL
DELINEIGE6GN;DELINEIGE CFL-S1 ROULEAU GRIS CLAIR/NOIR - 1.25x20m - Ep.6mm;7.770000;3;CCRLX;106.610000;0.190000;NULL;NULL
LAN400;LANIERE TRANSPARENTE LARGEUR 40 cm EP. 2 mm - rouleau de 50 ml;0.920000;2;PLARLX;9.150000;0.000000;NULL;NULL
IDMAT6;IDMAT6 ROULEAU - 1.50x50m - Ep.6.5 mm;6.150000;3;CCRLX;74.390000;0.300000;NULL;NULL
APTACOCOB406014P6;APTA COCO BLANCHI DECO-40x60cm-Ep.14mm-lot de 6 (2dessins) - PLV;1.250000;1;COCOTAPIS;0.000000;0.000000;NULL;NULL
NT427B122;NT427 ROULEAU ANTIFATIGUE NOIR - 1.22x18.30m - Ep.9.4mm;3.530000;2;PLARLX;56.880000;0.460000;NULL;NULL
FLEXI5NDPC;IDEX DALLE NOIR DURE PASTILLE CENTRE - 50.1x50.1cm - Ep.5mm;7.280000;3;PLADALLES;60.820000;0.120000;NULL;NULL
APTATOPBUDGET;APTA TAPIS TOP BUDGET 40x60cm - lot de 20 - avec étiquette APTA;0.315000;1;TEXTTAPIS;0.000000;0.000000;NULL;NULL
ECOLORLPL22007;GAZON SUR PLOTS ROULEAU ECOLO VERT - 350gr/m2 - 2*40m;1.050000;3;TEXTRLX;6.960000;0.090000;NULL;NULL
ITBB406002;ITINERAIR BORD BISEAUTE GRIS - 40x60cm - Ep.10mm;0.820000;1;PLATAPIS;10.330000;0.070000;NULL;NULL
DELINEIGE8GN;DELINEIGE CFL-S1 ROULEAU GRIS CLAIR/NOIR - 1.25x15m - Ep.8mm;10.000000;3;CCRLX;142.280000;0.190000;NULL;NULL
APTACUISINE4060L6;APTA TAPIS CUISINE 40x60cm - lot de 6 (2dessins)-Cintre+PLV;0.333000;1;TEXTTAPIS;0.000000;0.000000;NULL;NULL
APTACUISINE40120L6;APTA TAPIS CUISINE 40x120cm - lot de 6-Cintre+PLV;0.523000;1;TEXTTAPIS;0.000000;0.000000;NULL;NULL
NT420GM611830;NT420 ROULEAU GRIS MARBRE - 0.61x18.30m - Ep.12.7mm ;3.600000;2;PLARLX;76.520000;0.460000;NULL;NULL
FLEXI5RSGC;IDEX DALLE ROUGE SOUPLE GRANULEE CENTRE - 50.1x50.1cm - Ep.5mm;8.000000;3;PLADALLES;77.010000;0.120000;NULL;NULL
COCOMETAL4060_L;COCO METAL ALG - 40x60cm - Ep.28mm;1.000000;1;COCOTAPIS;14.000000;0.190000;NULL;NULL
APTAGAZON4060L10;APTA TAPIS GAZON VERT 40x60cm - lot de 10 - PLV;0.455000;1;PLATAPIS;0.000000;0.000000;NULL;NULL
ECOLORLPL12007;GAZON SUR PLOTS ROULEAU ECOLO VERT - 350gr/m2 - 1*40m;1.050000;3;TEXTRLX;6.960000;0.090000;NULL;NULL
IMPACT4060CARRE02;IMPACT PRO CARRES GRIS - 40x60cm - Ep.10mm;1.080000;1;TEXTTAPIS;11.190000;0.190000;0.000000;
IMPACT4060CARRE08;IMPACT PRO CARRES BLEU - 40x60cm - Ep.10mm;1.080000;1;TEXTTAPIS;11.190000;0.190000;0.000000;
IMPACT4060CARRE10;IMPACT PRO CARRES MARRON - 40x60cm - Ep.10mm;1.080000;1;TEXTTAPIS;11.190000;0.190000;NULL;NULL
IMPACT120180CARR02;IMPACT PRO CARRES GRIS - 120x180cm - Ep.10mm;10.380000;1;TEXTTAPIS;108.270000;0.460000;NULL;NULL
IMPACT120180CARR08;IMPACT PRO CARRES BLEU - 120x180cm - Ep.10mm;10.380000;1;TEXTTAPIS;108.270000;0.460000;NULL;NULL
IMPACT120180CARR10;IMPACT PRO CARRES MARRON - 120x180cm - Ep.10mm;10.380000;1;TEXTTAPIS;108.270000;0.460000;NULL;NULL
IMPACT80120CARRE10;IMPACT PRO CARRES MARRON - 80x120cm - Ep.10mm;4.600000;1;TEXTTAPIS;44.790000;0.460000;NULL;NULL
IMPACT80120CARRE02;IMPACT PRO CARRES GRIS - 80x120cm - Ep.10mm;4.600000;1;TEXTTAPIS;44.790000;0.460000;NULL;NULL
IMPACT80120CARRE08;IMPACT PRO CARRES BLEU - 80x120cm - Ep.10mm;4.600000;1;TEXTTAPIS;44.790000;0.460000;NULL;NULL
IMPACT90150CARRE02;IMPACT PRO CARRES GRIS - 90x150cm - Ep.10mm;6.120000;1;TEXTTAPIS;63.460000;0.460000;NULL;NULL
IMPACT90150CARRE08;IMPACT PRO CARRES BLEU - 90x150cm - Ep.10mm;6.120000;1;TEXTTAPIS;63.460000;0.460000;NULL;NULL
C406001;CONFOR BEIGE - 40x60cm - Ep.10mm;0.420000;1;TEXTTAPIS;23.790000;0.070000;NULL;NULL
C406002;CONFOR GRIS FONCE - 40x60cm - Ep.10mm;0.420000;1;TEXTTAPIS;23.790000;0.070000;NULL;NULL
C608001;CONFOR BEIGE - 60x80cm - Ep.10mm;0.860000;1;TEXTTAPIS;42.270000;0.070000;0.000000;
C608002;CONFOR GRIS - 60x80cm - Ep.10mm;0.860000;1;TEXTTAPIS;42.270000;0.070000;NULL;NULL
ITRL122EP14MM10M;ITINERAIR ROULEAU MARRON MESH - 1.22x9.14m - Ep.14 mm;5.730000;2;PLARLX;89.000000;0.000000;NULL;NULL
ITRL122EP14MM02M;ROULEAU ITINERAIR ép.14 mm GRIS CLAIR 1.22x9.14 m MESH;5.730000;2;PLARLX;89.000000;0.000000;NULL;NULL
ITRL122EP10MM02T;ITINERAIR ROULEAU GRIS CLAIR THIBAUDE 1.22x9.14m - Ep.10mm;3.900000;2;PLARLX;79.970000;0.036000;NULL;NULL
ITRL122EP10MM10T;ITINERAIR ROULEAU MARRON THIBAUDE - 1.22x9.14m - Ep.10 mm;3.900000;2;PLARLX;62.490000;0.000000;NULL;NULL
ITRL122EP10MM04T;ITINERAIR ROULEAU ROUGE THIBAUDE - 1.22x9.14m - Ep.10 mm;3.900000;2;PLARLX;62.490000;0.000000;NULL;NULL
ITRL122EP10MM05T;ITINERAIR ROULEAU BLEU THIBAUDE - 1.22x9.14m - Ep.10mm;3.900000;2;PLARLX;79.970000;0.036000;NULL;NULL
NT420GM611830COUP;NT420 ROULEAU GRIS MARBRE - Larg 0.61m - Ep.12.7mm - au ml ;3.600000;2;PLARLX;99.470000;0.460000;NULL;NULL
MIRANDE608004;MIRANDE ROUGE-BORDEAUX - 60x80cm - Ep.9mm;1.200000;1;TEXTTAPIS;19.780000;0.190000;NULL;NULL
MIRANDE608005;MIRANDE BLEU - 60x80cm - Ep.9mm;1.200000;1;TEXTTAPIS;19.780000;0.190000;NULL;NULL
MIRANDE608010;MIRANDE BRUN - 60x80cm - Ep.9mm;1.200000;1;TEXTTAPIS;19.780000;0.190000;NULL;NULL
MIRANDE8012005;MIRANDE BLEU - 80x120cm - Ep.9mm;2.260000;1;TEXTTAPIS;40.770000;0.190000;NULL;NULL
MICROFIBRE608002;MICROFIBRES GRIS - 60x80cm - Ep.8mm;1.380000;1;TEXTTAPIS;25.570000;0.190000;NULL;NULL
GRAMAT608002;GRAMAT GRIS - 60x80cm - Ep.8mm;1.320000;1;TEXTTAPIS;16.100000;0.190000;NULL;NULL
GRAMAT608010;GRAMAT BRUN - 60x80cm - Ep.8mm;1.320000;1;TEXTTAPIS;16.100000;0.190000;NULL;NULL
ITBB608002;ITINERAIR BORD BISEAUTE GRIS - 60x80cm - Ep.10mm;1.380000;1;PLATAPIS;19.960000;0.190000;NULL;NULL
MIRANDE406013;MIRANDE PRUNE - 40x60cm - Ep.9mm;0.660000;1;TEXTTAPIS;10.780000;0.070000;NULL;NULL
MIRANDE608016;TAPIS MIRANDE ORANGE VIF 60x80 cm Ep.9 mm;1.301000;1;PA;18.840000;0.000000;NULL;NULL
QUIETA1100DROIT;QUIETA TAPIS D'ETABLE BORDS DROITS - 110x185cm - Ep.30mm ;40.000000;1;CCTAPIS;215.390000;0.018000;NULL;NULL
PAST120G3;PASTILLE ROULEAU GRIS - 1.20x10m - Ep.3mm;3.800000;3;CCRLX;36.970000;0.300000;NULL;NULL
CAHORS9015002;CAHORS GRIS - 90x150cm - Ep.6.5mm;3.020000;1;TEXTTAPIS;27.630000;0.460000;NULL;NULL
CAHORS9015010;CAHORS BRUN - 90x150cm - Ep.6.5mm;3.020000;1;TEXTTAPIS;27.630000;0.460000;NULL;NULL
CAHORS9015005;CAHORS BLEU - 90x150cm - Ep.6.5mm;3.020000;1;TEXTTAPIS;27.630000;0.460000;NULL;NULL
